Kommune,Last Update Day,Last Update Time,Confirmed,Deaths,Recovered,Quarantine,Source (Link)
Münster,03/17/20,16:00:00,103,0,4,,https://muenster.de/corona;https://www.bezreg-muenster.de/de/im_fokus/uebergreifende_themen/coronavirus/coronavirus_allgemein/index.html
