Kommune,Last Update Day,Last Update Time,Confirmed,Deaths,Recovered,Quarantine,Source (Link)
Münster,03/21/20,17:00:00,243,0  ,6,,https://muenster.de/corona;https://www.bezreg-muenster.de/de/im_fokus/uebergreifende_themen/coronavirus/coronavirus_allgemein/index.html
