Kommune,Last Update Day,Last Update Time,Confirmed,Deaths,Recovered,Quarantine,Source (Link)
Münster,03/23/20,11:00:00,276,0,6,,https://www.bezreg-muenster.de/de/im_fokus/uebergreifende_themen/coronavirus/coronavirus_allgemein/index.html
